overall_qual,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,total_bsmt_sf,central_air,1st_flr_sf,gr_liv_area,full_bath,totrms_abvgrd,garage_cars,paved_drive,open_porch_sf,saleprice,garage_yr_blt_imp,total_sf,heating_qc_oe,ms_subclass_60,neighborhood_NridgHt,foundation_PConc,high_qual,best_gr_live_area,recent_remodel,heatqc_is_ex,has_fireplaces,massive_sf,both_exterior_VynilSd
5,1977,1977,0.0,138.0,894.0,1,894,894,1,5,1.0,1,0,120750,1979,1980.0,3.0,0,0,0,0,0,0,0,0,0,0
7,2000,2000,0.0,533.0,814.0,1,814,1674,2,7,2.0,1,96,216000,2000,2584.0,4.0,1,0,1,1,1,0,1,0,0,1
4,1970,1970,80.0,0.0,546.0,1,546,1092,1,6,1.0,1,0,75000,1970,1638.0,1.0,0,0,0,0,0,0,0,0,0,0
6,1974,1974,144.0,800.0,1430.0,1,1430,1430,2,6,2.0,1,108,192000,1974,3085.0,3.0,0,0,0,0,0,0,0,1,1,0
6,1978,1978,200.0,794.0,960.0,1,1040,1040,1,6,2.0,1,0,160500,1979,2131.0,1.0,0,0,0,0,0,0,0,1,0,0
7,2006,2007,306.0,0.0,1494.0,1,1494,1494,2,7,3.0,1,33,279500,2006,3181.0,4.0,0,0,1,1,0,1,1,1,1,1
5,1963,1963,0.0,784.0,981.0,1,1075,1075,1,6,2.0,1,0,148000,1996,2120.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1967,2005,0.0,758.0,992.0,1,992,992,1,6,1.0,1,0,145000,1967,2188.0,4.0,0,0,0,0,0,1,1,0,0,0
8,1993,1993,0.0,1012.0,1338.0,1,1352,2520,2,10,3.0,1,55,310000,1993,4122.0,4.0,1,0,1,1,1,0,1,1,1,0
6,1963,1963,379.0,580.0,1083.0,1,1146,1146,1,6,1.0,1,75,165000,1963,2649.0,3.0,0,0,0,0,0,0,0,1,0,0
7,2005,2005,0.0,0.0,1026.0,1,1026,1958,2,9,3.0,1,210,250000,2005,3348.0,4.0,1,0,1,1,1,1,1,1,1,0
4,1970,1970,0.0,522.0,630.0,1,630,630,1,3,0.0,1,0,73000,1977,1260.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1974,1974,0.0,0.0,896.0,1,896,1792,2,8,0.0,1,45,136000,1977,2765.0,3.0,0,0,0,0,1,0,0,0,0,1
9,2005,2005,278.0,472.0,1560.0,1,1565,1565,2,6,2.0,1,56,282500,2005,3377.0,4.0,0,1,1,1,0,1,1,1,1,0
8,2005,2006,226.0,0.0,1595.0,1,1595,1595,2,6,3.0,1,0,221500,2005,3334.0,4.0,0,0,1,1,0,1,1,1,1,1
4,1995,1996,0.0,0.0,1680.0,1,1680,1680,2,7,2.0,1,0,170000,1996,3512.0,2.0,0,0,1,0,1,0,0,0,1,1
6,1967,1967,0.0,872.0,1040.0,1,1040,1040,1,6,2.0,1,0,163000,1967,2080.0,2.0,0,0,0,0,0,0,0,1,0,0
8,1995,1995,513.0,56.0,1318.0,1,1328,2531,2,9,3.0,1,98,290000,1995,4169.0,4.0,1,0,1,1,1,0,1,1,1,1
8,1996,1997,526.0,1225.0,1325.0,1,1335,2538,2,8,3.0,1,92,330000,1996,4153.0,4.0,1,0,1,1,1,0,1,1,1,1
6,1973,1973,504.0,254.0,483.0,1,483,987,1,5,1.0,1,0,111000,1973,1470.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1999,1999,148.0,639.0,840.0,1,840,1755,2,7,2.0,1,73,214000,1999,2844.0,4.0,1,0,1,0,1,0,1,1,0,1
5,1953,1953,84.0,500.0,1152.0,1,1152,1152,1,6,2.0,1,0,137500,1971,2304.0,3.0,0,0,0,0,0,0,0,0,0,0
7,2003,2003,0.0,622.0,926.0,1,1016,1884,2,7,2.0,1,35,240900,2003,2845.0,4.0,1,0,1,1,1,1,1,1,0,0
7,1992,1992,0.0,674.0,750.0,1,1061,1923,2,8,2.0,1,39,190000,1992,2952.0,4.0,1,0,1,1,1,0,1,1,0,0
7,2002,2002,0.0,1234.0,1569.0,1,1611,1611,2,6,3.0,1,93,250000,2002,3535.0,4.0,0,0,1,1,0,0,1,0,1,1
5,1976,2004,0.0,1157.0,1437.0,1,1437,1437,2,6,2.0,1,21,218000,1976,2895.0,3.0,0,0,0,0,0,1,0,1,0,0
7,1993,1993,194.0,819.0,1148.0,1,1091,2075,2,8,2.0,1,86,255000,1993,3544.0,4.0,1,0,1,1,1,0,1,1,1,0
7,2006,2006,27.0,0.0,1670.0,1,1670,1670,2,7,3.0,1,60,240000,2006,3544.0,4.0,0,0,1,1,1,1,1,1,1,1
5,1965,1999,0.0,633.0,1219.0,1,1265,1265,2,6,2.0,1,92,179900,1965,2576.0,2.0,0,0,1,0,0,0,0,1,0,0
3,1910,1950,0.0,0.0,600.0,0,600,968,1,6,0.0,1,0,37900,1977,1568.0,1.0,0,0,0,0,0,0,0,0,0,1
8,2001,2001,86.0,250.0,1267.0,1,1312,1312,2,5,2.0,1,28,180500,2001,2863.0,4.0,0,0,1,1,0,0,1,0,0,1
7,2003,2003,0.0,0.0,847.0,1,847,1733,2,7,2.0,1,48,225000,2003,2728.0,4.0,1,0,1,1,1,1,1,1,0,1
6,1940,1950,0.0,375.0,720.0,1,720,1215,1,6,2.0,1,0,141000,1965,1935.0,2.0,0,0,0,0,0,0,0,0,0,0
9,2008,2008,284.0,1015.0,1739.0,1,1743,1743,2,8,3.0,1,45,335000,2008,3695.0,4.0,0,1,1,1,1,1,1,1,1,1
5,1977,2004,0.0,198.0,1026.0,1,1026,1026,1,5,1.0,1,85,150000,1977,2453.0,4.0,0,0,0,0,0,1,1,0,0,0
7,1965,1990,176.0,454.0,768.0,1,1186,1986,2,7,2.0,1,42,205000,1965,2796.0,3.0,1,0,0,1,1,0,0,1,0,0
7,2006,2006,24.0,686.0,1187.0,1,1208,1208,2,6,2.0,1,61,206000,2006,2561.0,4.0,0,0,1,1,0,1,1,0,0,1
7,2004,2004,106.0,0.0,1422.0,1,1422,1422,2,7,2.0,1,60,179600,2004,3096.0,4.0,0,0,1,1,0,1,1,0,1,1
4,1951,1951,0.0,836.0,836.0,1,1220,1220,1,6,2.0,1,0,102000,1951,2056.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1977,1977,0.0,767.0,1126.0,1,1126,1126,2,6,2.0,1,0,175000,1977,2432.0,3.0,0,0,1,0,0,0,0,0,0,1
5,1956,2001,0.0,494.0,1015.0,1,1384,1384,1,6,2.0,1,0,159000,2001,2474.0,2.0,0,0,0,0,0,0,0,0,0,0
6,1976,1976,84.0,1033.0,1127.0,1,1127,1127,1,6,2.0,1,0,135000,1991,2254.0,3.0,0,0,0,0,0,0,0,1,0,0
6,1954,1972,0.0,444.0,994.0,1,1216,1855,2,7,1.0,1,0,136900,1954,3031.0,2.0,0,0,0,0,1,0,0,0,1,0
5,1961,1994,0.0,465.0,912.0,1,1236,1236,1,6,1.0,1,0,135000,1961,2148.0,3.0,0,0,0,0,0,0,0,1,0,0
8,1999,1999,673.0,1163.0,1252.0,1,1268,2365,2,8,3.0,1,128,337000,1999,3745.0,4.0,1,0,1,1,1,0,1,1,1,1
8,1996,1996,402.0,1023.0,1236.0,1,1236,2340,2,9,3.0,1,180,306000,1996,3948.0,4.0,1,0,1,1,1,0,1,1,1,1
5,1987,1988,0.0,1200.0,1200.0,1,1200,1200,3,5,0.0,1,0,179000,1977,2520.0,3.0,0,0,0,0,0,0,0,0,0,0
7,2007,2007,0.0,0.0,689.0,1,703,1392,2,5,2.0,1,102,146000,2007,2183.0,4.0,0,0,1,1,0,1,1,0,0,1
6,1915,1950,0.0,375.0,1138.0,1,1138,2180,1,7,2.0,0,0,161000,2006,3318.0,2.0,0,0,0,0,1,0,0,1,1,0
6,1977,2001,28.0,1200.0,1610.0,1,1610,1610,2,6,2.0,1,68,205000,1977,3456.0,2.0,0,0,1,0,0,0,0,1,1,0
7,1986,1986,340.0,893.0,1277.0,1,1501,1501,2,6,2.0,1,0,241500,1986,3018.0,2.0,0,0,0,1,0,0,0,1,1,1
4,1961,1961,192.0,903.0,1029.0,1,1029,1029,1,5,1.0,1,0,118500,1961,2122.0,2.0,0,0,0,0,0,0,0,0,0,1
5,1958,1958,120.0,300.0,1062.0,1,1352,1352,1,6,1.0,1,0,130000,1958,2582.0,4.0,0,0,0,0,0,0,1,0,0,0
5,1940,1950,279.0,0.0,808.0,1,1072,1072,1,5,2.0,1,0,130000,1940,1880.0,4.0,0,0,0,0,0,0,1,1,0,1
5,1962,1962,60.0,140.0,912.0,1,912,912,1,6,1.0,1,0,123000,1962,1824.0,2.0,0,0,0,0,0,0,0,0,0,1
4,1955,1955,0.0,0.0,0.0,0,1152,1152,2,6,0.0,0,0,82000,1977,1152.0,3.0,0,0,1,0,0,0,0,0,0,0
7,1920,1965,0.0,116.0,624.0,1,730,1450,1,7,1.0,1,192,132000,1935,2266.0,4.0,0,0,0,1,0,0,1,0,0,0
5,1921,1968,0.0,0.0,1073.0,1,1073,1073,1,4,1.0,1,0,108480,1968,2146.0,4.0,0,0,0,0,0,0,1,0,0,0
5,1967,1967,450.0,194.0,1176.0,1,1458,1458,1,7,2.0,1,0,165000,1967,2918.0,3.0,0,0,0,0,0,0,0,1,0,0
7,2006,2006,170.0,0.0,1461.0,1,1486,1486,2,7,2.0,1,32,181000,2006,2979.0,4.0,0,0,1,1,0,1,1,0,0,1
5,1961,1961,0.0,0.0,552.0,1,904,1774,2,8,1.0,1,40,165000,1961,2397.0,3.0,0,0,0,0,1,0,0,1,0,0
5,1969,1969,0.0,476.0,864.0,1,864,1479,2,8,1.0,1,0,161000,1969,2630.0,3.0,0,0,0,0,0,0,0,0,0,0
8,2006,2006,60.0,0.0,1504.0,1,1504,1504,2,7,2.0,1,0,199000,2006,3152.0,4.0,0,0,1,1,0,1,1,0,1,1
7,2002,2003,44.0,624.0,817.0,1,824,1894,2,8,2.0,1,40,214900,2002,2751.0,4.0,1,0,1,1,1,1,1,1,0,1
8,2006,2006,0.0,24.0,1278.0,1,1278,1278,2,5,2.0,1,60,198600,2006,2616.0,4.0,0,0,1,1,0,1,1,0,0,1
8,1998,1998,650.0,0.0,1141.0,1,1165,2263,2,10,2.0,1,123,258000,1998,3671.0,2.0,1,0,1,1,1,0,0,1,1,1
6,1964,1991,108.0,270.0,1302.0,1,1302,1302,2,7,1.0,1,0,158000,1964,2937.0,4.0,0,0,0,0,0,0,1,0,0,0
8,2002,2002,0.0,353.0,408.0,1,779,1419,2,7,2.0,1,0,184100,2002,1947.0,4.0,0,0,1,1,0,0,1,1,0,1
6,1971,1971,176.0,492.0,1625.0,1,1220,1220,2,6,2.0,1,0,170000,1971,2845.0,3.0,0,0,0,0,0,0,0,1,0,0
6,1986,1986,242.0,454.0,572.0,1,1182,1982,2,6,2.0,1,112,208000,1986,3066.0,2.0,0,0,0,0,1,0,0,1,1,1
6,2003,2003,170.0,685.0,848.0,1,848,848,1,4,2.0,1,0,140000,2003,1836.0,4.0,0,0,1,0,0,1,1,0,0,1
8,2007,2008,174.0,1476.0,1596.0,1,1648,1648,2,5,2.0,1,53,230000,2007,3459.0,4.0,0,0,1,1,0,1,1,1,1,0
8,1989,1989,0.0,319.0,1337.0,1,1337,1337,2,5,2.0,1,73,188500,1989,2747.0,2.0,0,0,1,1,0,0,0,1,0,0
5,1940,1950,0.0,602.0,901.0,1,1125,1717,1,7,1.0,1,0,194000,1940,2618.0,3.0,0,0,0,0,1,0,0,1,0,0
5,1956,1958,0.0,774.0,1104.0,1,1104,1104,1,5,1.0,1,0,133000,1956,2208.0,2.0,0,0,0,0,0,0,0,0,0,0
5,1978,1978,76.0,625.0,907.0,1,907,907,1,5,1.0,1,0,140000,1978,1886.0,3.0,0,0,0,0,0,0,0,0,0,0
7,2000,2000,120.0,527.0,782.0,1,782,1652,2,6,2.0,1,70,207500,2000,2504.0,4.0,1,0,1,1,0,0,1,0,0,1
5,1940,1950,0.0,0.0,735.0,1,735,1034,1,5,1.0,1,39,109000,1940,1808.0,2.0,0,0,0,0,0,0,0,0,0,0
5,1979,1979,0.0,0.0,0.0,1,1513,1513,2,8,2.0,1,0,113722,1979,1513.0,3.0,0,0,0,0,0,0,0,0,0,0
8,2005,2006,76.0,24.0,1498.0,1,1498,1498,2,7,3.0,1,98,237000,2005,3238.0,4.0,0,0,1,1,0,1,1,1,1,1
5,1963,1963,0.0,288.0,1053.0,1,1053,1053,1,6,2.0,1,0,142100,1994,2346.0,2.0,0,0,0,0,0,0,0,0,0,0
6,1954,1954,28.0,468.0,1178.0,1,1293,1293,2,5,2.0,1,0,149900,1954,2751.0,2.0,0,0,0,0,0,0,0,0,0,0
7,1962,1998,0.0,636.0,1438.0,1,1900,2448,3,9,2.0,1,102,277500,1962,4508.0,3.0,1,0,0,1,1,0,0,1,1,0
6,1985,1985,336.0,0.0,741.0,1,977,1732,2,7,2.0,1,46,178000,1985,2711.0,3.0,1,0,0,0,1,0,0,1,0,0
8,2006,2006,176.0,863.0,1324.0,1,1324,1324,2,6,2.0,1,38,254000,2006,2878.0,4.0,0,1,1,1,0,1,1,1,0,0
2,1923,1970,0.0,0.0,678.0,0,832,832,1,5,2.0,0,0,12789,1928,1510.0,3.0,0,0,0,0,0,0,0,1,0,0
7,1995,1996,38.0,0.0,1237.0,1,1253,1253,2,6,2.0,1,21,176000,1995,2731.0,2.0,0,0,1,1,0,0,0,1,0,0
5,1967,1967,75.0,599.0,876.0,1,902,902,1,6,1.0,1,0,125500,1967,1778.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1989,1989,128.0,0.0,1495.0,1,1495,1495,2,8,2.0,1,0,150000,1989,3242.0,4.0,0,0,0,0,0,0,1,1,1,0
8,2007,2007,0.0,0.0,1574.0,1,1584,1584,2,6,2.0,1,256,261329,2007,3414.0,4.0,0,0,1,1,0,1,1,1,1,0
7,2004,2005,120.0,680.0,1080.0,1,1080,1080,1,6,0.0,1,0,141000,1977,2160.0,4.0,0,0,1,1,0,1,1,0,0,1
4,1953,1953,0.0,595.0,1105.0,1,1647,1647,1,6,1.0,1,0,153000,1953,2977.0,2.0,0,0,0,0,0,0,0,1,0,1
7,2006,2007,72.0,0.0,1258.0,1,1258,1258,2,6,3.0,1,16,172500,2007,2676.0,4.0,0,0,1,1,0,1,1,1,0,0
6,1915,2003,0.0,0.0,698.0,1,698,1396,1,7,1.0,1,0,153575,2003,2094.0,4.0,0,0,0,0,0,1,1,0,0,0
5,1930,2007,0.0,737.0,837.0,1,1001,1001,1,5,1.0,0,0,124900,1930,1992.0,4.0,0,0,0,0,0,1,1,0,0,0
6,1920,1950,0.0,0.0,972.0,1,1044,1480,1,6,1.0,1,0,119000,1920,2016.0,4.0,0,0,0,0,0,0,1,0,0,0
8,2006,2006,410.0,0.0,1588.0,1,1588,1588,2,7,3.0,1,45,227000,2006,3365.0,4.0,0,0,1,1,0,1,1,1,1,1
5,1959,2006,54.0,806.0,1053.0,1,1053,1053,1,5,1.0,1,0,145500,1959,2106.0,4.0,0,0,0,0,0,1,1,0,0,0
3,1921,1950,0.0,416.0,492.0,1,492,492,1,3,1.0,0,0,61500,1921,984.0,3.0,0,0,0,0,0,0,0,0,0,0
7,1969,1969,434.0,0.0,1851.0,1,1851,1851,2,8,2.0,1,146,192100,1969,3848.0,2.0,0,0,0,1,1,0,0,1,1,0
6,1915,1965,0.0,276.0,698.0,1,754,1403,1,7,1.0,1,0,116000,1915,2101.0,4.0,0,0,0,0,0,0,1,0,0,0
6,1958,1958,63.0,507.0,588.0,1,1138,1138,1,6,1.0,1,0,145000,1958,1950.0,4.0,0,0,0,0,0,0,1,0,0,1
5,1977,2008,0.0,532.0,1040.0,1,1040,1040,2,5,2.0,1,0,150500,1977,2080.0,3.0,0,0,0,0,0,1,0,0,0,0
6,1993,1994,0.0,0.0,763.0,1,763,1655,2,7,2.0,1,84,175900,1993,2659.0,2.0,1,0,1,0,0,0,0,1,0,0
6,1974,1974,196.0,888.0,1116.0,1,1116,1116,2,6,2.0,1,0,167900,1974,2232.0,4.0,0,0,0,0,0,0,1,1,0,0
7,2006,2006,0.0,0.0,879.0,1,879,1863,2,9,3.0,1,17,219210,2006,2859.0,4.0,1,0,1,1,1,1,1,1,0,1
6,1992,1992,0.0,0.0,1055.0,1,1055,1845,2,8,2.0,1,104,189000,1992,3639.0,4.0,1,0,1,0,1,0,1,1,1,0
5,1957,1957,143.0,621.0,1176.0,1,1176,1176,1,6,1.0,1,88,136500,1957,2440.0,3.0,0,0,0,0,0,0,0,1,0,0
5,1966,2008,47.0,240.0,864.0,1,892,892,1,5,1.0,1,0,137900,1966,1756.0,4.0,0,0,0,0,0,1,1,0,0,0
5,1910,2006,0.0,247.0,1022.0,0,1022,1022,1,4,1.0,1,30,85000,1956,2074.0,3.0,0,0,0,0,0,1,0,0,0,0
5,1951,1951,44.0,756.0,2136.0,0,2136,2136,2,7,2.0,1,30,137900,1951,4302.0,3.0,0,0,0,0,1,0,0,0,1,0
6,1998,1998,0.0,851.0,926.0,1,926,1604,2,7,2.0,1,82,195500,1998,2712.0,4.0,1,0,1,0,0,0,1,0,0,1
6,1915,1950,0.0,0.0,806.0,0,841,1647,1,6,1.0,1,66,128000,1920,2519.0,3.0,0,0,1,0,0,0,0,0,0,0
5,1961,2007,0.0,764.0,864.0,1,864,864,1,5,1.0,1,0,135000,1962,1860.0,4.0,0,0,0,0,0,1,1,1,0,0
5,1975,1975,176.0,294.0,1076.0,1,1076,1076,1,5,2.0,1,0,143195,1985,2152.0,3.0,0,0,0,0,0,0,0,1,0,0
5,1930,1960,0.0,0.0,742.0,1,779,935,1,4,1.0,0,0,79500,1988,1521.0,3.0,0,0,0,0,0,0,0,0,0,1
7,2003,2004,95.0,0.0,835.0,1,835,1663,2,8,2.0,1,68,192500,2003,2734.0,4.0,1,0,1,1,0,1,1,0,0,1
5,1950,1970,0.0,384.0,768.0,1,768,1328,1,6,1.0,1,12,129500,1950,2108.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1995,1996,0.0,0.0,806.0,1,806,1572,2,7,2.0,1,40,168000,1995,2418.0,2.0,1,0,1,0,0,0,0,1,0,0
6,1939,1950,0.0,264.0,739.0,1,874,1342,2,7,1.0,1,0,105000,1939,2081.0,4.0,0,0,0,0,0,0,1,1,0,0
6,1971,1971,0.0,282.0,981.0,1,981,981,1,5,2.0,1,312,143250,1979,2274.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1995,2006,0.0,0.0,1099.0,1,1099,1099,1,6,1.0,1,0,144000,1999,2476.0,4.0,0,0,1,0,0,1,1,0,0,1
7,1994,2002,0.0,695.0,948.0,1,1222,2110,2,8,2.0,1,130,205000,1994,3188.0,4.0,1,0,1,1,1,0,1,1,1,1
6,1974,1974,0.0,924.0,970.0,1,1026,1026,1,5,2.0,1,0,143000,1974,2189.0,3.0,0,0,0,0,0,0,0,1,0,0
9,2001,2001,0.0,964.0,1419.0,1,1419,1419,1,5,2.0,1,58,290000,2001,3051.0,4.0,0,0,1,1,0,0,1,1,1,1
5,1996,1996,0.0,732.0,1040.0,1,1040,1040,1,6,2.0,1,0,152000,2000,2248.0,2.0,0,0,1,0,0,0,0,0,0,1
8,1992,1992,0.0,263.0,1280.0,1,1280,1280,2,5,2.0,1,82,191500,1992,2642.0,4.0,0,0,1,1,0,0,1,0,0,0
8,2004,2005,344.0,0.0,1143.0,1,1143,2473,2,9,3.0,1,151,317000,2004,3959.0,4.0,1,1,1,1,1,1,1,1,1,1
7,1940,1998,0.0,258.0,680.0,1,798,1302,1,6,1.0,1,0,165250,1940,1982.0,4.0,0,0,0,1,0,0,1,1,0,0
5,1966,1966,0.0,609.0,1092.0,1,1092,1092,1,6,1.0,1,0,123000,1966,2443.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1956,1956,0.0,776.0,988.0,1,1188,1188,1,4,2.0,1,89,185000,1956,2367.0,3.0,0,0,0,0,0,0,0,1,0,0
7,1962,1962,0.0,809.0,1045.0,1,1045,1045,1,6,2.0,1,0,120000,1962,2090.0,2.0,0,0,0,1,0,0,0,0,0,0
6,1966,1966,0.0,792.0,1093.0,1,1093,1093,2,6,2.0,1,0,158500,1966,2410.0,2.0,0,0,0,0,0,0,0,1,0,0
6,2004,2004,0.0,0.0,798.0,1,798,1640,2,6,2.0,1,45,173000,2004,2621.0,4.0,1,0,1,0,0,1,1,0,0,1
4,1962,1962,0.0,0.0,0.0,1,1224,1224,2,6,2.0,1,0,101800,1962,1224.0,3.0,0,0,0,0,0,0,0,0,0,0
7,1936,2007,0.0,350.0,560.0,1,575,1135,1,6,2.0,1,0,155000,1971,1951.0,4.0,0,0,1,1,0,1,1,0,0,0
5,1925,1950,0.0,0.0,1054.0,1,1078,1078,1,6,1.0,0,0,125000,1987,2132.0,4.0,0,0,0,0,0,0,1,0,0,0
4,1956,1956,1.0,0.0,0.0,1,968,968,1,5,1.0,1,0,104500,1956,968.0,2.0,0,0,0,0,0,0,0,0,0,0
3,1950,1950,0.0,0.0,0.0,0,1040,1040,2,6,2.0,1,0,93500,1949,1040.0,2.0,0,0,0,0,0,0,0,0,0,0
7,1999,1999,158.0,633.0,873.0,1,882,1790,2,7,2.0,1,88,193000,1999,2751.0,4.0,1,0,1,1,1,0,1,0,0,1
6,1930,2005,0.0,0.0,813.0,1,813,813,1,5,1.0,0,113,110000,1932,1739.0,4.0,0,0,0,0,0,1,1,0,0,0
8,2001,2001,108.0,990.0,1299.0,1,1299,1872,2,7,2.0,1,122,261500,2001,3453.0,4.0,1,0,1,1,1,0,1,1,1,1
5,1956,1956,0.0,504.0,1050.0,1,1050,1050,1,5,1.0,1,0,128900,1956,2100.0,2.0,0,0,0,0,0,0,0,0,0,0
4,1954,1954,132.0,492.0,864.0,1,948,948,1,5,1.0,1,0,111000,1954,1812.0,4.0,0,0,1,0,0,0,1,0,0,0
5,1926,1950,0.0,0.0,750.0,1,960,1316,1,7,2.0,1,0,90000,1965,2066.0,3.0,0,0,1,0,0,0,0,0,0,0
6,1965,1979,113.0,187.0,1021.0,1,1465,2380,2,7,2.0,1,265,129000,1965,3666.0,3.0,1,0,0,0,1,0,0,1,1,0
6,1954,2006,72.0,728.0,1296.0,1,1640,1640,1,7,2.0,1,0,224000,1993,3044.0,4.0,0,0,0,0,0,1,1,1,1,0
6,2005,2005,0.0,390.0,600.0,1,600,1200,2,5,2.0,1,166,165000,2005,1966.0,4.0,0,0,1,0,0,1,1,0,0,0
6,1920,1993,0.0,0.0,662.0,1,662,1324,1,6,1.0,1,0,122000,1920,1986.0,4.0,0,0,0,0,0,0,1,0,0,1
6,1962,1962,0.0,0.0,1595.0,1,1611,2486,2,8,2.0,1,0,220000,1962,4081.0,3.0,0,0,0,0,1,0,0,1,1,0
6,1997,1997,128.0,688.0,864.0,1,872,1771,2,6,2.0,1,96,215700,1997,2731.0,4.0,1,0,1,0,1,0,1,0,0,1
8,2004,2005,42.0,1039.0,1836.0,1,1836,1836,2,7,3.0,1,185,280000,2004,3982.0,4.0,0,1,1,1,1,1,1,1,1,0
8,2003,2004,504.0,1149.0,1603.0,1,1575,1575,2,7,3.0,1,28,284000,2003,3422.0,4.0,0,1,1,1,0,1,1,1,1,1
4,1970,1970,0.0,131.0,630.0,1,630,630,1,3,0.0,1,0,84500,1977,1260.0,2.0,0,0,0,0,0,0,0,0,0,0
6,1963,1984,218.0,717.0,1395.0,1,1395,1395,1,7,2.0,1,0,192000,1963,3447.0,3.0,0,0,0,0,0,0,0,1,1,0
7,1930,1950,0.0,0.0,502.0,0,502,1004,1,5,1.0,0,0,105000,1930,1786.0,3.0,0,0,0,1,0,0,0,1,0,0
7,2004,2005,0.0,24.0,1860.0,1,1836,1836,2,8,2.0,1,33,216837,2004,3849.0,4.0,0,0,1,1,1,1,1,1,1,1
5,1960,1960,203.0,658.0,1296.0,1,1496,1496,2,6,2.0,1,22,141500,1960,2814.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1967,2003,0.0,702.0,894.0,1,894,894,1,5,2.0,1,0,130000,1967,1788.0,4.0,0,0,0,0,0,1,1,0,0,1
5,1978,1978,136.0,616.0,1040.0,1,1040,1040,2,5,0.0,1,0,124000,1977,2080.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1952,2003,0.0,658.0,1008.0,1,1008,1008,1,4,1.0,1,154,139500,1952,2170.0,4.0,0,0,0,0,0,1,1,0,0,0
4,1955,1955,0.0,682.0,864.0,1,864,864,1,5,2.0,0,0,79275,1996,1924.0,3.0,0,0,0,0,0,0,0,0,0,0
8,2006,2006,32.0,428.0,1476.0,1,1484,1484,2,6,2.0,1,33,265900,2006,3113.0,4.0,0,0,1,1,0,1,1,1,1,1
6,1930,1950,0.0,384.0,768.0,0,790,790,1,4,1.0,1,141,91000,1925,1699.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1977,1977,157.0,400.0,1122.0,1,946,1934,2,6,2.0,0,176,185000,1977,3232.0,4.0,1,0,1,0,1,0,1,1,1,0
5,1959,1959,0.0,179.0,1150.0,1,1150,1150,1,6,1.0,1,0,141000,1959,2300.0,4.0,0,0,0,0,0,0,1,0,0,0
8,2007,2008,0.0,0.0,1582.0,1,1582,2152,2,7,2.0,1,368,260116,2007,4102.0,4.0,1,1,1,1,1,1,1,1,1,1
4,1941,1950,0.0,344.0,672.0,1,672,672,1,4,1.0,0,113,113000,1941,1457.0,3.0,0,0,0,0,0,0,0,0,0,0
8,1995,1995,302.0,770.0,1401.0,1,1511,1511,2,6,3.0,1,42,225000,1995,3122.0,4.0,0,0,1,1,0,0,1,1,1,1
5,1945,1950,0.0,700.0,793.0,1,793,793,1,4,1.0,1,0,113000,1945,1586.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1975,1975,0.0,528.0,1008.0,1,1096,1096,1,5,1.0,1,0,125200,1975,2104.0,3.0,0,0,0,0,0,0,0,1,0,0
8,2007,2007,120.0,778.0,918.0,1,958,2100,2,8,3.0,1,104,319500,2007,3294.0,4.0,1,1,1,1,1,1,1,1,1,1
5,1945,1950,0.0,580.0,913.0,1,1048,1558,1,6,1.0,1,0,140000,1962,2471.0,3.0,0,0,0,0,0,0,0,1,0,0
6,1958,1958,0.0,909.0,1632.0,1,1650,1650,1,6,2.0,1,0,250764,1958,3282.0,3.0,0,0,0,0,0,0,0,1,1,0
8,2007,2007,108.0,40.0,948.0,1,948,2088,2,10,3.0,1,24,250000,2007,3160.0,4.0,1,1,1,1,1,1,1,1,1,1
6,2005,2006,0.0,0.0,768.0,1,768,1536,2,6,2.0,1,38,176000,2005,2442.0,4.0,1,0,1,0,0,1,1,1,0,1
6,1957,1969,289.0,668.0,1331.0,1,1721,1721,1,8,2.0,1,0,174850,1957,3052.0,2.0,0,0,0,0,1,0,0,1,1,0
6,1978,1978,0.0,320.0,804.0,1,804,1548,2,7,2.0,1,0,147000,1978,2460.0,3.0,0,0,0,0,0,0,0,1,0,0
6,1979,1979,0.0,0.0,918.0,1,918,918,2,5,1.0,1,0,99500,1979,1864.0,3.0,0,0,0,0,0,0,0,1,0,0
6,1999,2000,0.0,0.0,953.0,1,953,1647,2,7,2.0,1,40,175000,1999,2640.0,4.0,1,0,1,0,0,0,1,1,0,1
5,1954,1954,0.0,0.0,825.0,1,825,825,1,4,1.0,1,0,109500,1954,1650.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1970,1970,0.0,1237.0,1657.0,1,1657,1657,2,7,2.0,1,0,163500,1970,3314.0,2.0,0,0,0,0,0,0,0,1,1,0
4,1941,1950,0.0,266.0,788.0,1,788,788,1,4,0.0,1,0,100000,1977,1576.0,3.0,0,0,0,0,0,0,0,1,0,0
